,day,date,Mean temp,Min. temp,Max. temp,Sunshine (hour),Solar radiation,Precip. duration,Precip. amount
0,1,2018-01-01,6.800000000000001,5.2,8.8,21,224,69,47
1,2,2018-01-02,6.5,4.5,9.1,14,174,62,45
2,3,2018-01-03,8.8,5.4,11.200000000000001,2,76,51,95
3,4,2018-01-04,8.200000000000001,6.800000000000001,10.700000000000001,2,109,16,6
4,5,2018-01-05,6.4,4.4,8.700000000000001,0,116,24,27
5,6,2018-01-06,4.5,2.2,6.6000000000000005,7,189,0,0
6,7,2018-01-07,1.0,-1.2000000000000002,3.1,62,411,0,0
7,8,2018-01-08,1.1,-1.4000000000000001,3.9000000000000004,65,388,0,0
8,9,2018-01-09,3.0,-0.2,6.1000000000000005,3,190,0,0
9,10,2018-01-10,6.9,5.800000000000001,7.6000000000000005,0,69,58,26
10,11,2018-01-11,5.7,2.8000000000000003,7.6000000000000005,0,135,0,0
11,12,2018-01-12,5.0,4.1000000000000005,5.9,0,103,0,0
12,13,2018-01-13,4.2,1.2000000000000002,6.2,0,90,0,0
13,14,2018-01-14,2.9000000000000004,0.8,5.2,50,369,0,0
14,15,2018-01-15,5.2,1.7000000000000002,8.0,0,57,95,133
15,16,2018-01-16,5.2,2.5,6.9,29,336,39,83
16,17,2018-01-17,4.6000000000000005,2.0,6.0,5,205,22,27
17,18,2018-01-18,4.7,0.5,10.200000000000001,4,167,65,111
18,19,2018-01-19,3.7,1.4000000000000001,6.9,25,326,31,54
19,20,2018-01-20,2.2,0.8,3.6,4,121,20,11
20,21,2018-01-21,3.0,-0.4,6.9,48,431,27,21
21,22,2018-01-22,6.300000000000001,2.0,8.4,5,237,19,6
22,23,2018-01-23,8.1,4.6000000000000005,11.200000000000001,9,221,40,15
23,24,2018-01-24,11.700000000000001,7.300000000000001,14.4,0,147,41,42
24,25,2018-01-25,7.7,5.0,9.200000000000001,6,221,1,1
25,26,2018-01-26,5.4,2.5,8.6,12,297,0,0
26,27,2018-01-27,5.800000000000001,4.4,7.2,20,287,36,11
27,28,2018-01-28,9.700000000000001,6.9,10.8,17,278,0,-1
28,29,2018-01-29,8.8,4.6000000000000005,10.700000000000001,0,166,28,52
29,30,2018-01-30,4.7,2.1,7.4,62,485,0,0
30,31,2018-01-31,6.5,3.2,9.5,0,99,64,38
31,1,2018-02-01,3.4000000000000004,1.9000000000000001,6.1000000000000005,25,290,43,44
32,2,2018-02-02,4.4,-0.5,6.800000000000001,21,335,45,50
33,3,2018-02-03,2.0,-0.4,4.6000000000000005,3,185,22,17
34,4,2018-02-04,1.7000000000000002,-0.4,3.6,36,500,0,-1
35,5,2018-02-05,1.0,-2.1,3.4000000000000004,17,341,0,0
36,6,2018-02-06,-2.1,-4.6000000000000005,2.0,73,789,0,0
37,7,2018-02-07,-2.2,-6.800000000000001,1.9000000000000001,85,792,0,0
38,8,2018-02-08,1.0,-2.5,4.7,65,666,0,0
39,9,2018-02-09,0.6000000000000001,-0.9,2.2,21,415,5,1
40,10,2018-02-10,2.9000000000000004,0.2,7.0,37,478,2,1
41,11,2018-02-11,4.5,2.1,7.300000000000001,20,373,31,51
42,12,2018-02-12,3.0,0.7000000000000001,6.300000000000001,58,643,0,-1
43,13,2018-02-13,2.0,-1.2000000000000002,6.300000000000001,87,860,0,0
44,14,2018-02-14,1.9000000000000001,-2.2,5.5,87,873,0,0
45,15,2018-02-15,4.3,0.5,9.9,21,252,38,35
46,16,2018-02-16,3.2,-2.1,8.700000000000001,87,830,0,0
47,17,2018-02-17,0.9,-3.6,7.6000000000000005,65,686,0,0
48,18,2018-02-18,0.7000000000000001,-4.9,7.300000000000001,85,840,0,0
49,19,2018-02-19,1.2000000000000002,-2.5,3.4000000000000004,0,326,0,-1
50,20,2018-02-20,0.8,-3.8000000000000003,4.6000000000000005,12,439,0,0
51,21,2018-02-21,0.30000000000000004,-3.9000000000000004,4.7,92,929,0,0
52,22,2018-02-22,0.2,-3.0,5.0,89,989,0,0
53,23,2018-02-23,-0.5,-3.8000000000000003,3.5,85,1068,0,0
54,24,2018-02-24,-0.4,-3.4000000000000004,3.3000000000000003,93,1013,0,0
55,25,2018-02-25,-2.2,-4.9,1.1,97,1140,0,0
56,26,2018-02-26,-3.3000000000000003,-5.9,0.0,71,866,0,-1
57,27,2018-02-27,-3.6,-6.4,0.2,87,1028,0,-1
58,28,2018-02-28,-6.6000000000000005,-8.5,-4.6000000000000005,73,851,0,-1
59,1,2018-03-01,-4.7,-8.3,-0.7000000000000001,54,838,0,0
60,2,2018-03-02,-3.7,-7.2,-0.5,68,851,0,-1
61,3,2018-03-03,-1.7000000000000002,-4.5,1.2000000000000002,18,536,0,-1
62,4,2018-03-04,5.0,-2.2,11.3,50,893,22,19
63,5,2018-03-05,6.6000000000000005,3.2,12.0,91,1125,0,0
64,6,2018-03-06,5.6000000000000005,1.0,10.100000000000001,29,708,0,0
65,7,2018-03-07,5.9,0.8,9.5,34,725,40,35
66,8,2018-03-08,4.800000000000001,1.2000000000000002,8.3,20,426,32,47
67,9,2018-03-09,6.5,2.9000000000000004,9.700000000000001,58,973,51,29
68,10,2018-03-10,11.4,7.1000000000000005,15.100000000000001,18,690,66,43
69,11,2018-03-11,10.200000000000001,7.1000000000000005,13.9,25,572,10,12
70,12,2018-03-12,10.3,7.4,14.3,26,720,18,12
71,13,2018-03-13,5.6000000000000005,3.7,8.9,0,205,76,71
72,14,2018-03-14,5.800000000000001,-0.4,11.100000000000001,94,1369,0,-1
73,15,2018-03-15,7.300000000000001,3.6,10.700000000000001,40,761,31,10
74,16,2018-03-16,3.8000000000000003,0.0,6.2,0,199,6,4
75,17,2018-03-17,-1.4000000000000001,-2.6,0.0,5,621,0,-1
76,18,2018-03-18,-1.0,-3.0,1.2000000000000002,49,1075,0,0
77,19,2018-03-19,-0.2,-3.9000000000000004,4.7,109,1662,0,-1
78,20,2018-03-20,3.8000000000000003,-1.3,7.9,105,1663,0,-1
79,21,2018-03-21,3.6,-3.6,8.0,79,1126,0,-1
80,22,2018-03-22,6.4,4.1000000000000005,9.9,29,620,44,33
81,23,2018-03-23,6.2,5.2,7.300000000000001,1,573,0,-1
82,24,2018-03-24,6.5,0.0,12.5,47,1132,0,0
83,25,2018-03-25,5.4,-1.8,12.3,82,1362,0,0
84,26,2018-03-26,4.7,0.0,11.200000000000001,39,994,13,15
85,27,2018-03-27,5.6000000000000005,0.7000000000000001,9.8,10,669,36,17
86,28,2018-03-28,5.9,2.8000000000000003,7.800000000000001,0,318,108,124
87,29,2018-03-29,6.5,3.6,10.700000000000001,58,1231,11,2
88,30,2018-03-30,9.0,5.2,13.5,56,1336,46,24
89,31,2018-03-31,7.2,2.5,12.4,29,1050,47,100
90,1,2018-04-01,4.800000000000001,0.6000000000000001,7.7,4,413,16,7
91,2,2018-04-02,7.7,0.4,12.100000000000001,10,747,56,11
92,3,2018-04-03,12.700000000000001,9.1,17.0,39,1218,18,25
93,4,2018-04-04,10.3,7.800000000000001,14.700000000000001,22,717,12,49
94,5,2018-04-05,5.9,0.1,9.9,49,1014,15,24
95,6,2018-04-06,8.8,0.0,14.700000000000001,119,1955,0,0
96,7,2018-04-07,13.9,8.6,21.6,100,1765,0,0
97,8,2018-04-08,15.200000000000001,7.7,23.400000000000002,96,1723,0,0
98,9,2018-04-09,12.600000000000001,9.200000000000001,17.5,23,975,0,-1
99,10,2018-04-10,15.5,9.5,20.0,32,1241,0,-1
100,11,2018-04-11,12.700000000000001,8.5,17.5,22,1028,7,21
101,12,2018-04-12,10.4,6.5,14.600000000000001,18,696,7,2
102,13,2018-04-13,10.0,3.8000000000000003,14.4,18,931,0,0
103,14,2018-04-14,11.5,6.9,16.1,47,1214,16,10
104,15,2018-04-15,12.700000000000001,9.4,17.2,16,864,51,66
105,16,2018-04-16,11.4,5.1000000000000005,16.1,105,1918,2,1
106,17,2018-04-17,12.8,4.7,20.3,114,2021,0,0
107,18,2018-04-18,16.3,6.9,23.5,128,2176,0,0
108,19,2018-04-19,19.200000000000003,9.4,27.400000000000002,131,2219,0,0
109,20,2018-04-20,18.3,10.0,26.5,131,2181,0,0
110,21,2018-04-21,15.5,7.9,22.1,130,2241,0,0
111,22,2018-04-22,17.900000000000002,9.9,26.6,93,1953,0,-1
112,23,2018-04-23,13.100000000000001,9.700000000000001,16.6,94,1755,0,0
113,24,2018-04-24,12.9,9.5,15.5,5,746,3,1
114,25,2018-04-25,11.5,8.5,14.5,52,1313,20,52
115,26,2018-04-26,10.3,7.7,13.700000000000001,94,1829,10,51
116,27,2018-04-27,10.3,4.0,15.100000000000001,31,1229,2,1
117,28,2018-04-28,11.700000000000001,4.9,14.5,16,859,2,5
118,29,2018-04-29,9.200000000000001,3.2,12.200000000000001,4,478,70,196
119,30,2018-04-30,9.5,5.800000000000001,13.200000000000001,9,551,131,272
120,1,2018-05-01,7.9,2.6,12.8,81,1861,83,92
121,2,2018-05-02,10.9,1.8,16.900000000000002,112,2457,14,2
122,3,2018-05-03,10.4,4.1000000000000005,15.600000000000001,138,2578,0,0
123,4,2018-05-04,11.9,2.3000000000000003,18.5,138,2586,0,0
124,5,2018-05-05,14.700000000000001,5.800000000000001,22.0,140,2620,0,0
125,6,2018-05-06,17.2,6.2,25.8,140,2679,0,0
126,7,2018-05-07,18.0,8.5,25.3,142,2668,0,0
127,8,2018-05-08,19.1,9.700000000000001,26.6,142,2640,0,0
128,9,2018-05-09,17.900000000000002,10.0,25.400000000000002,133,2497,0,0
129,10,2018-05-10,12.100000000000001,5.300000000000001,16.7,59,1525,21,17
130,11,2018-05-11,12.3,2.5,18.7,126,2461,0,0
131,12,2018-05-12,17.0,7.2,23.3,68,2003,0,0
132,13,2018-05-13,13.100000000000001,11.200000000000001,16.3,0,689,46,24
133,14,2018-05-14,18.7,11.200000000000001,25.8,102,2303,0,0
134,15,2018-05-15,19.200000000000003,12.600000000000001,24.6,143,2627,0,0
135,16,2018-05-16,15.3,11.0,20.700000000000003,47,1850,3,1
136,17,2018-05-17,11.4,8.5,15.3,117,2617,0,0
137,18,2018-05-18,10.9,8.1,14.600000000000001,48,1808,0,0
138,19,2018-05-19,11.0,6.1000000000000005,14.100000000000001,1,1048,0,0
139,20,2018-05-20,15.4,4.7,24.200000000000003,127,2683,0,0
140,21,2018-05-21,19.200000000000003,9.1,25.700000000000003,115,2324,0,0
141,22,2018-05-22,18.3,14.4,24.3,35,1609,6,8
142,23,2018-05-23,18.8,14.3,25.200000000000003,29,1325,9,15
143,24,2018-05-24,18.3,13.3,22.6,31,1033,7,6
144,25,2018-05-25,20.6,15.9,26.1,105,2380,0,0
145,26,2018-05-26,23.0,14.700000000000001,29.0,119,2574,0,0
146,27,2018-05-27,20.3,15.3,26.200000000000003,31,1224,19,19
147,28,2018-05-28,22.5,13.100000000000001,29.700000000000003,116,2465,3,5
148,29,2018-05-29,22.1,18.0,30.700000000000003,80,1939,32,148
149,30,2018-05-30,21.5,16.8,26.5,86,2212,2,1
150,31,2018-05-31,20.200000000000003,16.5,24.0,77,1774,9,37
151,1,2018-06-01,17.6,14.4,23.400000000000002,12,1160,15,47
152,2,2018-06-02,17.0,14.8,20.3,1,767,12,12
153,3,2018-06-03,19.3,15.5,23.5,46,1568,0,-1
154,4,2018-06-04,18.2,15.8,23.200000000000003,49,1718,0,0
155,5,2018-06-05,16.7,13.4,20.8,79,2081,0,0
156,6,2018-06-06,19.8,11.5,27.6,142,2681,0,0
157,7,2018-06-07,22.400000000000002,12.8,28.6,148,2821,0,0
158,8,2018-06-08,18.5,17.400000000000002,19.900000000000002,0,536,36,50
159,9,2018-06-09,19.8,16.2,24.5,87,2370,0,0
160,10,2018-06-10,18.2,12.9,22.8,98,2465,0,0
161,11,2018-06-11,16.900000000000002,10.100000000000001,22.400000000000002,128,2624,0,0
162,12,2018-06-12,14.8,13.100000000000001,16.7,6,979,0,-1
